date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type,is_synthetic,hotspot
2024-02-05,Thane,Chembur,28.76,0.66,20:24,Fog,Monday,No,65.0,freeway,0,0
2024-10-20,Girgaon,Mohammad Ali Road,0.94,0.26,14:41,Clear,Sunday,No,1.0,freeway,0,0
2024-12-18,Dadar,Panvel,44.17,0.83,03:37,Clear,Wednesday,No,140.5,urban,0,0
2024-08-30,Matunga,Powai,14.49080358727042,0.9293264391450846,01:29,Heavy Rain,Saturday,No,107.9,urban,1,1
2022-06-19,Byculla,Sion,7.024497896042571,0.924751797320816,20:19,Clear,Tuesday,No,63.9,congested,1,1
2024-11-16,Marine Lines,Kalyan,68.16471276304348,0.4570390778547619,10:37,Clear,Sunday,No,95.6,freeway,1,0
2022-03-10,Malad,Chembur,16.58546045856255,0.9935700185192942,04:48,Clear,Friday,Holi,136.9,congested,1,1
2022-08-31,Matunga,Dombivli,35.07,0.58,22:49,Rain,Wednesday,Ganesh Chaturthi,57.7,freeway,0,0
2023-08-17,Juhu,Andheri,3.3577374783465035,0.944435114643545,20:06,Cloudy,Wednesday,Janmashtami,19.0,urban,1,1
2025-01-07,CST,Ghatkopar,24.472196454678286,0.328785650108367,12:48,Cloudy,Wednesday,Christmas/NewYear,26.5,freeway,1,0
2024-01-13,Sion,Ghatkopar,7.408729976986407,0.9349586604294772,20:08,Rain,Monday,Christmas/NewYear,63.8,urban,1,1
2024-03-14,Sion,Belapur,22.153871567094832,0.8453864905946616,13:32,Cloudy,Wednesday,No,67.7,urban,1,0
2024-07-26,Dombivli,Girgaon,43.74046310236586,0.7422526505871572,23:05,Heavy Rain,Saturday,No,102.3,freeway,1,0
2022-12-12,Juhu,Kurla,8.958881642265927,0.9204181826285888,20:35,Clear,Saturday,No,42.6,urban,1,1
2024-05-06,Matunga,Eastern Freeway Start,9.33,0.82,02:12,Rain,Monday,No,45.2,urban,0,0
2024-04-15,Andheri,Goregaon,5.29,0.8,05:41,Cloudy,Monday,No,19.0,urban,0,0
2024-04-24,Powai,Lalbaug,19.13184160809204,0.8131670336325597,20:46,Clear,Thursday,Gudi Padwa,62.1,urban,1,0
2023-03-03,Mulund,Ghatkopar,15.971303380526455,0.9343431065202203,20:45,Clear,Monday,No,74.4,urban,1,1
2022-03-28,Airoli,Worli,36.53,0.51,09:34,Cloudy,Monday,No,54.5,freeway,0,0
2022-07-03,Bandra,Kurla,4.36,0.91,21:32,Rain,Sunday,No,19.5,urban,0,1
2023-08-15,Ghatkopar,Eastern Freeway Start,2.21,0.84,10:39,Rain,Tuesday,Independence Day,10.9,urban,0,0
2024-06-30,Byculla,Mulund,34.18,0.3,13:46,Cloudy,Sunday,No,38.5,freeway,0,0
2024-08-26,Andheri,Bandra Kurla Complex,9.84,0.98,11:35,Rain,Monday,Janmashtami,105.8,congested,0,1
2023-08-15,Andheri,Ghatkopar,10.33,0.83,01:40,Heavy Rain,Tuesday,Independence Day,51.4,urban,0,0
2023-01-16,CST,Vashi,26.05,0.33,05:26,Clear,Monday,No,29.5,freeway,0,0
2022-02-12,Eastern Freeway Start,Crawford Market,15.030356158244386,0.967686406581068,02:02,Fog,Monday,No,205.0,congested,1,1
2023-03-20,Mohammad Ali Road,Belapur,28.528281277511848,0.894627271173979,21:36,Storm,Wednesday,Holi,114.9,urban,1,0
2024-06-14,Dombivli,Mulund,18.24,0.94,09:11,Cloudy,Friday,No,180.9,congested,0,1
2024-08-18,Borivali,Belapur,39.54788706389234,0.4411579387293523,01:15,Rain,Saturday,No,56.6,freeway,1,0
2022-06-25,Panvel,Thane,43.54,0.79,05:44,Heavy Rain,Saturday,No,121.5,freeway,0,0
2023-09-06,CST,Borivali,37.73,0.61,03:00,Heavy Rain,Wednesday,Janmashtami,75.2,freeway,0,0
2023-09-09,Lalbaug,Girgaon,5.799339502589503,1.0,01:07,Cloudy,Wednesday,Janmashtami,48.5,congested,1,1
2024-10-26,Lalbaug,Worli,3.16,0.77,01:35,Rain,Saturday,No,11.3,urban,0,0
2023-10-08,Byculla,Bandra,7.729257537916384,0.8021544376535392,21:17,Clear,Wednesday,No,23.6,urban,1,0
2024-04-10,Andheri,Nerul,23.99,0.82,15:13,Clear,Wednesday,Eid,71.1,urban,0,0
2024-08-11,Airoli,CST,37.559894349304194,0.9484280390407576,13:33,Heavy Rain,Friday,No,242.7,urban,1,1
2022-07-09,Crawford Market,Airoli,43.47977662427429,0.6464481866866142,07:14,Rain,Wednesday,No,86.6,freeway,1,0
2022-07-12,Borivali,Western Express Highway,22.92716564954825,0.7953598594809037,12:52,Rain,Sunday,No,98.3,urban,1,0
2024-01-29,Crawford Market,Malad,34.08560734113607,0.9633683257531848,09:37,Clear,Sunday,No,353.0,congested,1,1
2023-05-26,Bandra Kurla Complex,Western Express Highway,2.61,0.75,13:26,Clear,Friday,No,8.5,urban,0,0
2023-05-28,Powai,Borivali,19.524626319846384,1.0,20:16,Rain,Friday,No,286.8,congested,1,1
2023-07-31,Kalyan,Kurla,39.89632323742892,0.2933411320766039,06:49,Clear,Tuesday,Independence Day,44.6,freeway,1,0
2023-09-19,Western Express Highway,Bandra Kurla Complex,3.37,0.8,01:50,Clear,Tuesday,Ganesh Chaturthi,9.8,urban,0,0
2022-03-14,Bandra Kurla Complex,Dombivli,41.98,0.81,21:11,Clear,Monday,No,147.9,urban,0,0
2022-11-15,Mohammad Ali Road,Airoli,34.43,0.34,15:32,Clear,Tuesday,No,37.0,freeway,0,0
2023-09-13,Kalyan,Crawford Market,61.046950379840126,0.9649899346686268,17:52,Rain,Wednesday,No,256.6,freeway,1,1
2022-07-10,CST,Nerul,33.18,1.0,18:54,Rain,Sunday,No,494.3,congested,0,1
2022-10-15,Panvel,Mohammad Ali Road,43.27480284977455,0.8351037242879253,15:39,Clear,Wednesday,Navratri,125.3,urban,1,0
2023-07-03,Ghatkopar,Bhandup,14.260039902093142,0.8900644724128306,15:14,Clear,Thursday,No,115.1,congested,1,0
2022-05-21,Crawford Market,Nerul,28.608726523007853,0.6067173690868228,06:22,Heavy Rain,Wednesday,No,61.6,freeway,1,0
2023-11-16,Powai,Ghatkopar,6.26091941400778,0.7438368732639711,07:27,Cloudy,Sunday,No,22.4,urban,1,0
2024-09-07,Marine Lines,Dombivli,41.09,0.8,12:55,Rain,Saturday,Ganesh Chaturthi,134.9,urban,0,0
2024-08-04,Bhandup,Dadar,26.84,0.52,01:19,Rain,Sunday,No,43.8,freeway,0,0
2024-03-17,Eastern Freeway Start,Byculla,12.51,0.73,06:07,Clear,Sunday,No,37.4,urban,0,0
2023-09-29,Girgaon,Eastern Freeway Start,22.929733795309797,0.4540205334202986,06:21,Clear,Friday,No,25.0,freeway,1,0
2022-03-05,Sion,Ghatkopar,7.58,0.75,15:02,Clear,Saturday,No,21.8,urban,0,0
2023-05-14,Girgaon,Vashi,31.428908014713656,0.9607277524035962,07:03,Clear,Sunday,No,375.0,congested,1,1
2022-04-14,Sion,Mohammad Ali Road,11.330615875348398,0.7907196038083929,14:37,Clear,Saturday,No,31.3,urban,1,0
2023-12-11,Goregaon,Bhandup,14.06,0.64,18:45,Clear,Monday,No,26.3,freeway,0,0
2023-02-13,Chembur,Dadar,9.3,0.83,20:17,Clear,Monday,No,47.8,urban,0,0
2024-03-05,Kurla,CST,20.181035849650616,0.8930042873738023,17:34,Clear,Saturday,No,218.0,congested,1,0
2024-04-03,Andheri,Vashi,23.89,0.76,13:15,Clear,Wednesday,No,71.9,urban,0,0
2023-12-19,Eastern Freeway Start,Sion,6.112735489114548,0.9546916675663112,21:51,Cloudy,Monday,Christmas/NewYear,53.8,congested,1,1
2023-04-06,Eastern Freeway Start,Panvel,29.978431228467574,0.9406892008181084,03:23,Cloudy,Friday,Eid,234.4,congested,1,1
2022-06-02,Sion,Belapur,21.34,0.94,21:06,Heavy Rain,Thursday,No,320.1,congested,0,1
2024-03-29,Nerul,Worli,26.570484878998133,0.421444987098477,05:31,Clear,Wednesday,Eid,32.4,freeway,1,0
2024-07-15,Chembur,Bandra,10.28,0.93,19:13,Heavy Rain,Monday,No,154.2,congested,0,1
2024-04-12,Thane,Bhandup,10.585038116405231,1.0,18:03,Heavy Rain,Monday,Holi,51.9,urban,1,1
2024-07-29,Matunga,Powai,15.171705328704144,0.9383567996452142,01:28,Heavy Rain,Saturday,No,107.9,urban,1,1
2022-10-31,Ghatkopar,Dadar,10.437923626209816,0.8444483609039719,23:39,Clear,Saturday,No,82.7,congested,1,0
2022-09-05,Kurla,Andheri,8.798258786846109,0.960984352010303,19:44,Heavy Rain,Thursday,Janmashtami,59.6,freeway,1,1
2022-05-02,Vashi,Kalyan,31.61,0.41,12:52,Cloudy,Monday,Eid,36.0,freeway,0,0
2022-09-04,Ghatkopar,Kurla,4.478376355142825,0.8606427937740514,19:11,Clear,Monday,No,20.5,urban,1,0
2024-07-21,Lalbaug,Panvel,35.43,0.91,19:24,Heavy Rain,Sunday,No,315.7,urban,0,1
2022-12-25,Dadar,Goregaon,21.16,1.0,07:32,Storm,Sunday,Christmas/NewYear,257.6,congested,0,1
2023-07-03,Western Express Highway,Dadar,9.72,0.95,07:25,Heavy Rain,Monday,No,76.3,urban,0,1
2023-02-24,Goregaon,Powai,9.378157742282866,0.7850022292535348,15:05,Cloudy,Monday,No,33.0,urban,1,0
2023-10-15,Mohammad Ali Road,CST,3.31,0.77,07:01,Clear,Sunday,Navratri,12.7,urban,0,0
2022-05-02,Airoli,Chembur,19.34,0.79,21:40,Cloudy,Monday,Eid,67.6,urban,0,0
2024-08-14,Mulund,Thane,8.055525208896551,1.0,10:04,Rain,Tuesday,No,122.1,congested,1,1
2022-08-15,Kurla,Dadar,8.16,0.91,06:46,Heavy Rain,Monday,Independence Day,60.4,urban,0,1
2023-12-29,Lalbaug,Airoli,29.19307874749253,0.4201266481644949,03:21,Clear,Monday,Christmas/NewYear,31.9,freeway,1,0
2022-12-31,Bhandup,Sion,22.613286851377083,0.8035250242510571,23:33,Fog,Thursday,No,74.7,urban,1,0
2024-08-06,Andheri,Malad,9.00816983315514,1.0,06:39,Heavy Rain,Saturday,No,77.9,urban,1,1
2022-09-22,Bhandup,CST,38.30648645772402,0.9745811668054544,10:44,Rain,Thursday,No,583.2,congested,1,1
2024-03-04,Juhu,Sion,11.180420694535837,0.9236337184363188,03:40,Fog,Thursday,No,106.3,congested,1,1
2022-10-09,Mohammad Ali Road,Bhandup,31.35,0.82,14:05,Cloudy,Sunday,No,93.3,urban,0,0
2023-11-28,Fort,Nerul,27.65571955167195,0.9088598021139036,22:38,Clear,Monday,No,280.9,congested,1,1
2022-10-28,Panvel,Matunga,32.78,0.56,10:19,Clear,Friday,No,50.5,freeway,0,0
2022-05-22,Mulund,Airoli,4.109907176798008,0.792634955307935,02:04,Rain,Monday,No,17.7,urban,1,0
2024-07-09,Dombivli,Girgaon,46.76257771611188,0.3520273720846667,02:08,Rain,Monday,No,57.4,freeway,1,0
2024-12-25,Dombivli,Ghatkopar,24.32,0.94,03:52,Heavy Rain,Wednesday,Christmas/NewYear,93.3,urban,0,1
2023-01-12,Nerul,Vashi,6.83,0.78,12:40,Clear,Thursday,No,19.4,urban,0,0
2022-09-08,Bandra,Girgaon,15.24615375862059,0.9678773314028696,03:10,Cloudy,Thursday,Janmashtami,196.2,congested,1,1
2023-09-20,Western Express Highway,Malad,15.43,0.84,10:09,Cloudy,Wednesday,No,59.4,urban,0,0
2024-04-05,Eastern Freeway Start,Bandra,8.027236290038905,1.0,02:36,Rain,Wednesday,Eid,92.2,congested,1,1
2024-09-15,Chembur,Andheri,12.833139141587289,1.0,19:04,Heavy Rain,Wednesday,No,188.2,congested,1,1
2022-05-18,Powai,Andheri,8.613098702645276,0.4909388762464343,01:33,Clear,Monday,Eid,11.0,freeway,1,0
2023-10-31,Bhandup,Fort,34.3399604238926,0.3363883170969193,11:57,Clear,Friday,No,38.9,freeway,1,0
2022-07-21,Ghatkopar,Kalyan,36.09,0.93,15:30,Rain,Thursday,No,321.1,congested,0,1
2023-08-12,Kalyan,Airoli,25.0,0.87,16:45,Rain,Saturday,No,106.8,urban,0,0
2023-04-26,Goregaon,CST,27.93262275169187,0.3889553774910421,05:51,Clear,Tuesday,No,32.3,freeway,1,0
2022-02-19,Belapur,Bhandup,19.942375297954435,0.7851418341457336,16:11,Cloudy,Wednesday,No,65.2,urban,1,0
2024-01-28,Vashi,Matunga,25.49192736172221,0.8302088389056583,23:09,Clear,Monday,No,95.0,urban,1,0
2022-08-06,Andheri,Malad,8.11578223491773,0.9072982111704208,09:52,Rain,Thursday,No,81.8,congested,1,1
2024-01-20,Dadar,Bhandup,26.26,0.78,11:46,Clear,Saturday,No,78.2,urban,0,0
2023-06-19,Kalyan,Sion,54.64523077408859,0.7874471508872526,23:59,Rain,Friday,No,181.0,urban,1,0
2022-08-17,Bandra Kurla Complex,Belapur,29.43095119311684,0.7755574635810822,15:35,Clear,Monday,Independence Day,111.0,urban,1,0
2024-03-04,Airoli,Panvel,29.59,0.35,23:16,Clear,Monday,No,35.4,freeway,0,0
2024-11-06,Lalbaug,Nerul,26.26207206520761,0.3029843241904721,23:05,Clear,Wednesday,No,26.0,freeway,1,0
2022-08-16,Airoli,Nerul,16.464487686438545,0.8604031200719199,09:47,Cloudy,Wednesday,Ganesh Chaturthi,70.8,urban,1,0
2023-04-06,Juhu,Lalbaug,15.42184098655273,0.8401270800244497,19:45,Clear,Friday,Eid,57.9,urban,1,0
2023-03-22,Andheri,Eastern Freeway Start,10.81,0.85,19:08,Clear,Wednesday,Gudi Padwa,50.3,urban,0,0
2023-05-08,Chembur,Dombivli,27.64,0.43,21:49,Clear,Monday,No,34.6,freeway,0,0
2022-07-28,Powai,Crawford Market,23.767665137951337,0.5015697758508996,20:51,Rain,Sunday,No,35.4,freeway,1,0
2022-12-12,Worli,Bhandup,33.98,0.97,12:01,Fog,Monday,No,421.6,congested,0,1
2024-01-31,Thane,Chembur,28.643548034722546,0.6657525016328427,20:27,Fog,Monday,No,65.0,freeway,1,0
2023-11-07,Fort,Bhandup,33.35870460862269,0.2639129792743265,13:14,Clear,Sunday,Diwali,37.1,freeway,1,0
2024-11-09,Ghatkopar,Western Express Highway,8.89,0.75,23:17,Clear,Saturday,No,26.7,urban,0,0
2023-10-09,Kurla,Vashi,19.316365350496515,0.7948117584896265,14:05,Rain,Saturday,No,77.5,urban,1,0
2024-10-29,Marine Lines,Dombivli,41.12897087273128,0.9403683685924278,13:30,Clear,Friday,Diwali,327.2,congested,1,1
2022-11-02,Kalyan,Worli,59.2268499507503,0.8360586593558148,10:46,Clear,Monday,Diwali,309.9,urban,1,0
2022-07-29,Borivali,Eastern Freeway Start,29.844186017249243,0.7432188587959604,12:13,Cloudy,Thursday,Janmashtami,85.3,urban,1,0
2024-04-01,Powai,Mohammad Ali Road,22.82,0.8,14:26,Rain,Monday,No,92.5,urban,0,0
2023-10-01,Airoli,Sion,24.51,0.97,21:00,Clear,Sunday,No,176.3,congested,0,1
2024-11-01,Borivali,Goregaon,12.56,0.93,03:27,Rain,Friday,Diwali,136.9,congested,0,1
2025-01-06,Malad,Powai,9.989427591423013,0.899631380274945,18:31,Clear,Monday,No,54.6,urban,1,0
2023-09-21,Dombivli,Marine Lines,48.56072561785612,0.3666520916021403,01:26,Cloudy,Wednesday,Janmashtami,55.5,freeway,1,0
2022-03-26,Bandra Kurla Complex,Mulund,28.8494522180986,0.8096992244403967,14:55,Clear,Sunday,No,94.8,urban,1,0
2023-09-01,Andheri,Marine Lines,22.371600284945025,0.9401253202188689,12:50,Heavy Rain,Friday,No,339.6,congested,1,1
2022-11-17,Matunga,Eastern Freeway Start,10.68,0.78,20:16,Clear,Thursday,No,42.3,urban,0,0
2022-09-28,Vashi,Worli,32.03,0.25,05:46,Clear,Wednesday,No,31.1,freeway,0,0
2022-04-15,Girgaon,Sion,12.6,0.73,01:11,Clear,Friday,No,35.2,urban,0,0
2022-07-12,Belapur,Chembur,19.46,0.97,17:06,Heavy Rain,Tuesday,No,254.0,urban,0,1
2022-02-23,Ghatkopar,Girgaon,18.420485986677548,0.4683527521105111,10:58,Clear,Wednesday,No,25.6,freeway,1,0
2024-09-16,Goregaon,Girgaon,33.94,0.71,13:02,Heavy Rain,Monday,No,89.4,freeway,0,0
2024-09-07,Eastern Freeway Start,Powai,10.16,0.87,15:54,Rain,Saturday,Ganesh Chaturthi,37.6,urban,0,0
2024-04-08,Ghatkopar,Western Express Highway,9.36255417765257,0.9372465229250212,17:15,Rain,Monday,Holi,110.1,congested,1,1
2023-09-20,Dombivli,Panvel,14.555524253396737,0.9466904008202176,05:01,Heavy Rain,Tuesday,Ganesh Chaturthi,119.9,urban,1,1
2024-09-23,Goregaon,Bhandup,15.675883733300523,0.789646907612504,16:48,Clear,Thursday,Navratri,50.0,urban,1,0
2024-10-04,Vashi,Byculla,28.58479100150226,0.9720246308527524,02:26,Clear,Wednesday,No,232.8,congested,1,1
2022-04-15,Lalbaug,Bhandup,31.320712949602356,1.0,00:58,Storm,Sunday,Ramadan Evenings,239.1,congested,1,1
2023-02-10,Chembur,Kurla,4.68,1.0,08:58,Cloudy,Friday,No,99.6,congested,0,1
2022-10-31,Chembur,Sion,5.902910846397943,0.9964416442349334,13:38,Storm,Wednesday,Navratri,60.6,congested,1,1
2024-02-14,Western Express Highway,Colaba,24.682683855683607,0.7044054537522593,03:57,Cloudy,Thursday,No,68.7,urban,1,0
2024-10-22,Eastern Freeway Start,Sion,7.308017427057743,1.0,14:39,Storm,Friday,Diwali,121.2,congested,1,1
2022-03-10,Belapur,Kalyan,30.21,0.96,04:42,Cloudy,Thursday,No,216.8,congested,0,1
2024-08-29,Goregaon,Kurla,11.68,0.82,15:17,Clear,Thursday,No,33.8,urban,0,0
2024-11-05,Crawford Market,Nerul,26.65,0.21,15:05,Cloudy,Tuesday,No,25.5,freeway,0,0
2023-11-01,Marine Lines,Mohammad Ali Road,1.7706081771107798,0.9810520854050416,10:50,Heavy Rain,Sunday,Diwali,7.6,urban,1,1
2024-05-27,CST,Dombivli,41.4,0.33,11:55,Clear,Monday,No,48.5,freeway,0,0
2022-10-19,Vashi,Marine Lines,29.824662102636537,0.2568746612062658,12:09,Storm,Wednesday,Navratri,31.5,freeway,1,0
2023-09-04,Dombivli,Vashi,13.841970290662909,0.9858267936378272,07:06,Cloudy,Tuesday,Independence Day,132.8,congested,1,1
2024-03-24,Borivali,Matunga,33.96,0.71,12:01,Clear,Sunday,No,99.7,urban,0,0
2022-03-16,Dadar,Ghatkopar,11.23337619140261,0.910286248871402,14:02,Clear,Friday,Holi,84.1,congested,1,1
2022-04-03,Nerul,Mulund,21.29,0.93,22:13,Cloudy,Sunday,Ramadan Evenings,194.9,congested,0,1
2022-03-26,Matunga,Powai,14.56292835955386,0.2447714092427593,00:48,Clear,Sunday,No,14.6,freeway,1,0
2022-12-21,Bhandup,Nerul,18.67,0.99,05:31,Clear,Wednesday,No,151.7,congested,0,1
2022-08-29,Bandra,Thane,29.68,0.71,10:18,Rain,Monday,No,66.6,freeway,0,0
2024-09-07,Dadar,Kalyan,52.25752842882032,0.4028759863518935,14:56,Rain,Saturday,No,66.7,freeway,1,0
2024-06-01,Sion,Kurla,5.027509511933783,0.9725586101333772,15:52,Rain,Friday,No,60.3,congested,1,1
2022-05-04,Byculla,Bandra Kurla Complex,8.004645696056526,0.9266360193995414,19:36,Clear,Friday,No,93.0,congested,1,1
2024-03-08,Colaba,Ghatkopar,27.56,0.91,11:49,Rain,Friday,No,131.9,urban,0,1
2024-09-22,Eastern Freeway Start,Bandra,10.326242116338832,0.8344912782585184,12:39,Rain,Monday,No,44.8,urban,1,0
2023-05-31,Chembur,Marine Lines,22.435863250227165,0.8112568475451201,02:18,Cloudy,Thursday,No,61.9,urban,1,0
2022-12-04,Malad,Western Express Highway,12.897552634356034,0.8348856890994902,20:41,Cloudy,Sunday,Christmas/NewYear,51.3,urban,1,0
2024-09-09,Ghatkopar,Chembur,1.8353004103008292,0.9610807417909972,12:32,Heavy Rain,Friday,No,10.8,urban,1,1
2024-04-03,Kurla,Sion,4.130189019728657,0.9370620045712744,14:02,Cloudy,Friday,No,33.1,congested,1,1
2022-02-20,Dombivli,Girgaon,42.951392842135895,0.5332612316168104,18:14,Clear,Thursday,No,63.0,freeway,1,0
2022-03-18,Malad,Juhu,12.37894634050396,0.6993686451796504,03:48,Cloudy,Sunday,No,34.9,urban,1,0
2024-04-27,Sion,Panvel,31.030249639739974,0.4039981486614262,18:58,Clear,Thursday,No,41.0,freeway,1,0
2024-12-02,Panvel,Mulund,32.65357569733475,0.5318625252026279,20:37,Clear,Saturday,No,49.2,freeway,1,0
2024-09-26,Nerul,Chembur,14.74,0.92,19:55,Rain,Thursday,No,202.3,congested,0,1
2024-01-12,Lalbaug,Borivali,30.031840799867396,0.2570010265024163,06:43,Cloudy,Wednesday,No,30.6,freeway,1,0
2023-04-14,Malad,Nerul,28.03234455368653,0.8550759108499917,23:29,Clear,Sunday,No,80.5,urban,1,0
2022-08-15,Juhu,Bandra Kurla Complex,5.95,0.82,11:16,Cloudy,Monday,Independence Day,18.4,urban,0,0
2024-11-01,Malad,Belapur,27.98,0.18,02:55,Clear,Friday,Diwali,26.6,freeway,0,0
2022-07-18,Ghatkopar,Kurla,3.883274852427895,0.9204512467326784,10:54,Rain,Wednesday,No,19.6,urban,1,1
2022-04-02,Eastern Freeway Start,Dadar,9.66,0.83,22:43,Clear,Saturday,Gudi Padwa,51.3,urban,0,0
2023-06-15,Chembur,Marine Lines,21.95,0.79,02:34,Cloudy,Thursday,No,61.9,urban,0,0
2024-01-16,Crawford Market,Bhandup,25.87745931434839,0.5268857376054717,07:42,Clear,Thursday,No,34.7,freeway,1,0
2025-01-13,Vashi,Colaba,36.52363110293943,0.9984361936776872,01:21,Fog,Friday,No,327.7,congested,1,1
2022-03-04,Lalbaug,Kurla,10.764136420748825,0.7800356273292506,17:38,Clear,Thursday,No,42.2,urban,1,0
2023-08-15,Powai,CST,24.293292309287708,0.78357437886871,22:51,Cloudy,Monday,No,89.2,urban,1,0
2023-11-21,Juhu,Vashi,22.418126176359824,0.8037145907501505,22:39,Clear,Sunday,Diwali,84.8,urban,1,0
2022-08-20,Thane,Chembur,27.85903773469863,0.6726100091534016,07:31,Rain,Saturday,No,54.2,freeway,1,0
2022-12-09,Panvel,Dombivli,13.889934320985512,0.782925318421337,05:02,Cloudy,Thursday,No,37.9,urban,1,0
2023-09-19,Kalyan,Dombivli,24.87,0.88,12:42,Heavy Rain,Tuesday,Ganesh Chaturthi,94.7,urban,0,0
2023-09-26,Matunga,Bhandup,20.57,0.89,22:09,Rain,Tuesday,No,181.8,congested,0,0
2022-10-16,Girgaon,Vashi,31.45,0.38,11:14,Clear,Sunday,No,35.0,freeway,0,0
2023-12-18,Marine Lines,Kalyan,54.14,0.82,20:32,Clear,Monday,No,240.6,urban,0,0
2022-10-29,Mulund,Kurla,17.0,0.97,18:35,Clear,Saturday,No,203.2,congested,0,1
2023-08-22,CST,Fort,0.957675503699917,1.0,18:27,Heavy Rain,Saturday,No,14.0,congested,1,1
2023-09-19,Ghatkopar,Andheri,9.42,0.65,20:23,Storm,Tuesday,Ganesh Chaturthi,14.6,freeway,0,0
2022-06-01,Mulund,Ghatkopar,16.28,1.0,20:04,Heavy Rain,Wednesday,No,244.2,congested,0,1
2023-04-03,Mulund,Kalyan,23.4,0.98,22:11,Clear,Monday,No,203.0,congested,0,1
2022-11-18,Worli,Byculla,3.6286592927714967,0.9137916210612832,09:27,Clear,Monday,No,44.6,congested,1,1
2024-06-21,Western Express Highway,Powai,9.75496646540416,0.9497754304926525,08:35,Heavy Rain,Sunday,No,124.8,urban,1,1
2024-07-17,Eastern Freeway Start,Ghatkopar,1.8853154019586325,0.9240438157715728,00:39,Rain,Tuesday,No,17.0,congested,1,1
2023-11-15,Colaba,Kalyan,70.01865829805217,0.9827434647960164,19:55,Clear,Friday,No,466.2,urban,1,1
2022-03-15,Borivali,Chembur,29.27951895145056,0.3153546299255843,15:44,Heavy Rain,Sunday,Ramadan Evenings,35.3,freeway,1,0
2024-06-20,Sion,Fort,14.438530491199588,0.7725711943440555,05:41,Rain,Friday,No,57.7,urban,1,0
2023-07-27,Fort,Andheri,24.09,0.98,01:13,Rain,Thursday,No,243.9,congested,0,1
2023-11-04,Juhu,Byculla,17.083019833441117,0.9864863746565964,08:09,Cloudy,Sunday,Diwali,201.3,congested,1,1
2023-04-08,Panvel,Dadar,42.693314026004174,0.75967215233143,16:35,Clear,Wednesday,No,127.6,urban,1,0
2022-12-29,Bandra,Vashi,21.00265813029065,1.0,08:23,Cloudy,Sunday,Christmas/NewYear,314.8,congested,1,1
2024-05-01,Belapur,Juhu,24.88,0.76,22:45,Clear,Wednesday,No,78.6,urban,0,0
2023-02-02,Thane,Western Express Highway,33.942610514069,0.6083551774302113,23:59,Rain,Thursday,No,53.0,freeway,1,0
2023-04-14,Malad,Girgaon,32.539081674487406,0.3299090199984265,22:38,Cloudy,Wednesday,No,33.7,freeway,1,0
2022-02-14,Matunga,Mulund,22.645194673226136,0.8628921114046127,12:01,Cloudy,Monday,No,78.4,urban,1,0
2024-12-14,Girgaon,Fort,2.960877007710761,0.9797666506183872,05:56,Cloudy,Wednesday,No,14.0,urban,1,1
2022-08-28,Sion,Kalyan,44.62736980598204,0.9933718062356914,10:54,Heavy Rain,Wednesday,Ganesh Chaturthi,458.1,urban,1,1
2023-09-28,CST,Lalbaug,8.477835268499494,0.8670072697958902,05:07,Heavy Rain,Tuesday,Ganesh Chaturthi,70.4,urban,1,0
2023-11-06,Ghatkopar,Chembur,2.1589673359644377,0.2201624692815624,05:08,Clear,Wednesday,No,2.1,freeway,1,0
2023-10-06,Sion,Ghatkopar,7.866538449941148,0.8583753540733239,09:07,Clear,Sunday,Navratri,31.7,urban,1,0
2022-11-05,Marine Lines,Chembur,20.03,0.89,03:19,Clear,Saturday,No,161.9,congested,0,0
2024-12-18,Byculla,Powai,24.303924028897807,0.8666500018293692,05:22,Cloudy,Thursday,No,169.9,congested,1,0
2022-01-22,Mohammad Ali Road,Girgaon,0.93,0.82,17:29,Clear,Saturday,No,3.0,urban,0,0
2024-03-25,Bandra Kurla Complex,Nerul,26.47,0.65,09:03,Cloudy,Monday,Holi,48.9,freeway,0,0
2023-03-13,Juhu,Kurla,7.577826695849248,0.8957092119065128,12:58,Cloudy,Wednesday,Gudi Padwa,56.4,congested,1,0
2022-03-18,Goregaon,Nerul,26.936793685596957,0.9533165989095016,06:57,Cloudy,Friday,Holi,263.5,congested,1,1
2024-10-03,Colaba,Dombivli,49.0,0.51,18:34,Clear,Thursday,Navratri,72.2,freeway,0,0
2024-02-13,Borivali,Girgaon,39.46,0.39,12:31,Cloudy,Tuesday,No,44.6,freeway,0,0
2022-09-15,Nerul,Eastern Freeway Start,18.14,0.19,15:35,Cloudy,Thursday,No,17.2,freeway,0,0
2024-07-31,Borivali,Vashi,30.93,0.95,01:49,Heavy Rain,Wednesday,No,242.9,urban,0,1
2023-01-27,Chembur,Lalbaug,12.449623121230058,0.8531383971286403,21:49,Clear,Monday,No,101.4,congested,1,0
2023-07-01,Powai,Byculla,20.16017724333238,0.8150679700605525,23:09,Clear,Saturday,No,65.4,urban,1,0
2023-10-27,Western Express Highway,Andheri,6.87336773378165,0.9461749550642916,14:21,Clear,Sunday,No,55.5,congested,1,1
2023-02-11,Mulund,Chembur,18.33,0.76,11:36,Cloudy,Saturday,No,51.3,urban,0,0
2022-11-14,CST,Goregaon,34.364507416099585,0.5729761083911218,10:27,Clear,Monday,No,48.1,freeway,1,0
